land_record_id,farmer_id,state,district,survey_number,patta_number,land_area,land_type,ownership_status,document_status,land_use,last_updated,ethical_flag,dispute_status,verification_source
LRKA000186,F208910,Karnataka,Mangalore,78/208/9,KA94499062,42.14,plantation,inherited,valid,agricultural,12-02-2018,,none,digitized_land_registry
LRTA000187,F160234,Tamil Nadu,Tirunelveli,34/447/7,TN36633398,35.18,wet,joint,pending_verification,agricultural,24-07-2023,fraudulent_mutation,boundary_dispute,unverified
LRPU000188,F489668,Punjab,Jalandhar,68/180/2,PB17557157,15.74,garden,inherited,valid,horticultural,16-09-2022,,none,digitized_land_registry
LRRA000189,F154777,Rajasthan,Pali,S1539,RJ50812556,45.7,dry,joint,valid,agricultural,16-06-2024,,none,satellite_mapping
LRUT000190,F559272,Uttar Pradesh,Lucknow,S1171,UP46282096,36.65,garden,tenant,valid,agricultural,04-07-2020,,none,digitized_land_registry
LRTA000191,F819748,Tamil Nadu,Erode,848-A,TN63131105,32.69,plantation,inherited,pending_verification,agricultural,31-07-2021,land_grabbing_from_elderly,pending_mutation,manual_verification
LRHA000192,F230704,Haryana,Karnal,660/38,HR90668314,22.17,wet,joint,valid,agricultural,13-07-2023,,none,revenue_records
LRAN000193,F377696,Andhra Pradesh,Nellore,88/360/7,AP25336458,5.72,garden,inherited,valid,converted_non_agricultural,16-09-2022,forest_land_encroachment,encroachment_case,manual_verification
LRTA000194,F443446,Tamil Nadu,Tirunelveli,19-E,TN38933791,0.62,dry,joint,valid,agricultural,17-06-2019,,none,digitized_land_registry
LRGU000195,F834992,Gujarat,Jamnagar,Jan-66,GJ11623820,26.29,dry,inherited,valid,agricultural,12-10-2022,,none,satellite_mapping
LRUT000196,F241849,Uttar Pradesh,Aligarh,635/36,UP69612711,22.99,dry,inherited,valid,agricultural,27-02-2022,,none,satellite_mapping
LRMA000197,F670572,Maharashtra,Kolhapur,S285,MH15277416,46.89,plantation,owner,pending_verification,agricultural,16-11-2023,encroachment_on_government_land,active_litigation,unverified
LRWE000198,F103709,West Bengal,Asansol,S6809,WB93257726,49.64,garden,owner,valid,agricultural,08-12-2022,tribal_land_violation,active_litigation,unverified
LRUT000199,F659212,Uttar Pradesh,Meerut,720-C,UP62827270,12.05,garden,joint,valid,agricultural,03-06-2022,tribal_land_violation,active_litigation,revenue_records
LRWE000200,F456855,West Bengal,Kolkata,558/88,WB70552858,39.02,garden,joint,valid,agricultural,18-04-2023,,none,revenue_records
LRGU000201,F332883,Gujarat,Vadodara,636/23,GJ97678870,25.3,plantation,owner,expired,converted_non_agricultural,25-09-2024,wetland_conversion_violation,encroachment_case,manual_verification
LRTE000202,F457195,Telangana,Mahbubnagar,S3574,TS90990664,49.17,plantation,joint,valid,agricultural,27-03-2023,,none,revenue_records
LRUT000203,F325645,Uttar Pradesh,Bareilly,856/48,UP25939245,4.09,dry,inherited,valid,fallow,10-03-2022,water_body_encroachment,none,revenue_records
LRAN000204,F731281,Andhra Pradesh,Tirupati,777/76,AP35527870,38.29,dry,tenant,valid,agricultural,26-07-2019,,none,revenue_records
LRTE000205,F819094,Telangana,Khammam,575/31,,26.64,plantation,tenant,expired,converted_non_agricultural,13-05-2019,forest_land_encroachment,none,unverified
LRAN000206,F447900,Andhra Pradesh,Kurnool,425/39,AP62849160,14.72,garden,tenant,valid,agricultural,26-03-2021,,none,digitized_land_registry
LRWE000207,F190153,West Bengal,Howrah,209-F,WB10003941,24.8,dry,joint,valid,agricultural,06-08-2022,,none,revenue_records
LRHA000208,F744226,Haryana,Hisar,431-B,HR94368979,14.21,wet,owner,valid,agricultural,02-10-2024,,none,satellite_mapping
LRKA000209,F194008,Karnataka,Tumkur,S3750,KA87526682,29.72,wet,tenant,valid,agricultural,13-11-2018,,none,digitized_land_registry
LRHA000210,F439599,Haryana,Panipat,20/399/5,HR25877532,49.54,wet,tenant,valid,agricultural,15-09-2024,,none,revenue_records
LRTA000211,F397944,Tamil Nadu,Salem,66/232/3,TN85928494,8.37,plantation,tenant,missing,agricultural,22-09-2020,false_succession_claim,pending_mutation,manual_verification
LRKA000212,F642705,Karnataka,Bellary,S6241,KA49686577,36.21,garden,inherited,valid,agricultural,18-02-2020,,none,satellite_mapping
LRGU000213,F277038,Gujarat,Mehsana,S9592,GJ45485398,33.76,wet,tenant,valid,horticultural,13-06-2022,,none,satellite_mapping
LRGU000214,F198801,Gujarat,Mehsana,69/681/2,GJ34528681,32.45,wet,government_lease,valid,converted_non_agricultural,22-11-2024,wetland_conversion_violation,none,unverified
LRPU000215,F941970,Punjab,Ludhiana,64/498/8,PB20682232,45.98,garden,disputed,pending_verification,agricultural,06-08-2024,sc_st_land_alienation,pending_mutation,manual_verification
LRPU000216,F115129,Punjab,Mohali,943/89,PB60673564,39.61,wet,joint,valid,agricultural,29-09-2019,encroachment_on_government_land,active_litigation,unverified
LRWE000217,F435916,West Bengal,Bardhaman,S8524,WB56913810,22.64,wet,joint,valid,agricultural,05-10-2019,encroachment_on_government_land,active_litigation,revenue_records
LRHA000218,F417544,Haryana,Panipat,42-F,HR72133472,12.11,garden,disputed,valid,converted_non_agricultural,16-11-2023,wetland_conversion_violation,encroachment_case,manual_verification
LRGU000219,F516305,Gujarat,Surat,S6595,GJ50169825,13.45,wet,tenant,pending_verification,fallow,06-08-2018,environmental_clearance_violation,none,revenue_records
LRKA000220,F636196,Karnataka,Davanagere,S4367,KA86247383,47.88,plantation,joint,valid,agricultural,01-08-2024,,none,satellite_mapping
LRRA000221,F635828,Rajasthan,Udaipur,S5263,RJ26260677,20.08,dry,disputed,invalid,horticultural,17-04-2022,minor_heir_exploitation,active_litigation,unverified
LRRA000222,F455238,Rajasthan,Jaipur,98/877/7,RJ67768984,36.8,wet,joint,valid,agricultural,11-10-2024,ceiling_breach,active_litigation,revenue_records
LRMA000223,F341993,Madhya Pradesh,Sagar,904/22,MP43527732,36.42,dry,owner,valid,agricultural,31-01-2018,,none,revenue_records
LRHA000224,F603160,Haryana,Sonipat,42/486/9,HR18442064,4.72,garden,joint,valid,agricultural,12-11-2022,,none,satellite_mapping
LRHA000225,F476515,Haryana,Panchkula,S3247,,35.29,garden,disputed,expired,agricultural,03-08-2020,minor_heir_exploitation,pending_mutation,revenue_records
LRTA000226,F419608,Tamil Nadu,Tiruchirappalli,S5590,TN56431345,27.21,dry,inherited,pending_verification,converted_non_agricultural,10-05-2020,forest_land_encroachment,encroachment_case,revenue_records
LRMA000227,F735386,Madhya Pradesh,Dewas,S1343,MP96563405,36.36,plantation,tenant,valid,horticultural,28-05-2022,,none,satellite_mapping
LRRA000228,F450557,Rajasthan,Bikaner,96/980/8,RJ77587003,24.98,garden,joint,valid,agricultural,29-04-2019,,none,satellite_mapping
LRWE000229,F958643,West Bengal,Kharagpur,320/27,,4.71,dry,joint,valid,agricultural,10-03-2022,encroachment_on_government_land,active_litigation,revenue_records
LRTA000230,F825070,Tamil Nadu,Madurai,577-F,TN70183350,43.08,plantation,joint,valid,horticultural,02-12-2021,,none,digitized_land_registry
LRTE000231,F970221,Telangana,Adilabad,59/7,TS68598039,37.74,dry,owner,valid,agricultural,13-12-2020,,none,digitized_land_registry
LRGU000232,F377011,Gujarat,Gandhinagar,74/237/1,GJ57522247,39.99,garden,tenant,valid,agricultural,26-07-2020,,none,digitized_land_registry
LRMA000233,F800780,Madhya Pradesh,Jabalpur,94/842/7,MP85811441,5.37,dry,joint,valid,agricultural,11-09-2018,,none,satellite_mapping
LRUT000234,F234783,Uttar Pradesh,Prayagraj,78/39/6,UP29030297,38.49,garden,joint,valid,agricultural,18-08-2024,encroachment_on_government_land,none,unverified
LRMA000235,F237943,Maharashtra,Ahmednagar,946/65,MH30829169,0.33,garden,joint,valid,agricultural,10-10-2023,,none,satellite_mapping
LRKA000236,F244481,Karnataka,Davanagere,367-A,KA55878062,27.16,plantation,joint,pending_verification,agricultural,21-02-2022,benami_transaction,pending_mutation,unverified
LRHA000237,F703896,Haryana,Ambala,49/265/7,HR83195964,22.01,garden,tenant,valid,agricultural,05-05-2024,,none,revenue_records
LRMA000238,F708345,Maharashtra,Akola,S9635,MH92351763,1.54,garden,joint,valid,agricultural,08-05-2019,,none,revenue_records
LRTA000239,F823022,Tamil Nadu,Dindigul,S9333,TN31128239,18.74,dry,tenant,valid,agricultural,20-07-2024,,none,revenue_records
LRWE000240,F785361,West Bengal,Haldia,777-F,,5.69,wet,joint,pending_verification,horticultural,05-06-2020,tribal_land_violation,none,unverified
LRMA000241,F602184,Maharashtra,Akola,S2843,MH85656547,38.44,wet,tenant,valid,agricultural,31-01-2024,,none,revenue_records
LRGU000242,F422717,Gujarat,Junagadh,915-F,GJ61422598,19.16,garden,joint,valid,horticultural,12-10-2018,tribal_land_violation,none,manual_verification
LRKA000243,F474124,Karnataka,Belgaum,79/664/1,KA86924876,87.18,wet,joint,pending_verification,agricultural,30-01-2023,ceiling_breach,none,unverified
LRTA000244,F673766,Tamil Nadu,Coimbatore,513/55,TN81054164,30.3,wet,inherited,valid,horticultural,23-04-2024,,none,revenue_records
LRTA000245,F793797,Tamil Nadu,Erode,S5833,TN60706468,7.35,plantation,joint,valid,agricultural,26-09-2024,,none,revenue_records
LRWE000246,F773575,West Bengal,Durgapur,S8647,WB91966769,24.6,garden,joint,valid,agricultural,26-05-2021,,none,revenue_records
LRAN000247,F209042,Andhra Pradesh,Tirupati,528/8,AP29520619,34.32,garden,tenant,valid,agricultural,26-10-2018,,none,digitized_land_registry
LRTE000248,F584362,Telangana,Warangal,97/794/8,TS38522984,39.52,dry,tenant,valid,agricultural,14-10-2024,,none,satellite_mapping
LRTA000249,F661479,Tamil Nadu,Erode,S9296,TN88767996,13.7,garden,tenant,valid,agricultural,07-05-2020,,none,digitized_land_registry
LRPU000250,F478768,Punjab,Amritsar,715-C,PB30623415,59.96,plantation,joint,pending_verification,agricultural,11-03-2019,ceiling_breach,none,revenue_records
LRTA000251,F466058,Tamil Nadu,Chennai,243/40,TN78756468,33.08,wet,inherited,invalid,agricultural,15-12-2022,land_grabbing_from_elderly,boundary_dispute,manual_verification
LRMA000252,F211256,Madhya Pradesh,Sagar,396-F,MP36371337,6.45,wet,owner,valid,agricultural,08-02-2022,,none,digitized_land_registry
LRTA000253,F994061,Tamil Nadu,Thanjavur,57/163/2,TN30205966,29.02,plantation,owner,valid,horticultural,12-04-2021,tribal_land_violation,none,unverified
LRHA000254,F167316,Haryana,Hisar,315/41,HR66838911,49.1,dry,inherited,valid,agricultural,24-04-2018,,none,revenue_records
LRGU000255,F717452,Gujarat,Bhavnagar,981/86,GJ32997428,48.52,plantation,tenant,valid,agricultural,01-06-2021,,none,revenue_records
LRKA000256,F424920,Karnataka,Bellary,64/238/8,KA83246995,32.35,plantation,inherited,valid,horticultural,04-12-2023,,none,satellite_mapping
LRRA000257,F650855,Rajasthan,Sikar,S3701,RJ71448862,11.16,garden,owner,valid,agricultural,26-03-2024,,none,revenue_records
LRGU000258,F308498,Gujarat,Surat,166-F,GJ21253417,38.15,dry,tenant,valid,agricultural,29-12-2021,,none,revenue_records
LRKA000259,F804824,Karnataka,Bengaluru,S5847,KA78839099,3.1,plantation,tenant,pending_verification,agricultural,24-01-2023,womens_inheritance_denial,inheritance_dispute,unverified
LRUT000260,F375865,Uttar Pradesh,Gorakhpur,S1820,UP45681603,33,wet,disputed,pending_verification,fallow,26-12-2020,wetland_conversion_violation,encroachment_case,manual_verification
LRKA000261,F978989,Karnataka,Mysuru,44/828/9,KA73952958,15.97,dry,owner,valid,agricultural,20-11-2023,,none,digitized_land_registry
LRPU000262,F362685,Punjab,Hoshiarpur,S9111,PB47764598,9.29,wet,joint,pending_verification,horticultural,05-03-2021,fraudulent_mutation,active_litigation,revenue_records
LRKA000263,F839755,Karnataka,Tumkur,29/877/7,KA23582323,19.85,garden,owner,valid,agricultural,12-10-2023,,none,satellite_mapping
LRAN000264,F831240,Andhra Pradesh,Anantapur,612-E,AP25877239,45.43,garden,inherited,valid,horticultural,12-11-2019,,none,revenue_records
LRHA000265,F109866,Haryana,Hisar,287-E,HR93388946,31.68,wet,disputed,expired,agricultural,21-10-2019,benami_transaction,pending_mutation,revenue_records
LRPU000266,F366156,Punjab,Jalandhar,23/13,PB29577875,31.79,dry,owner,valid,agricultural,18-12-2020,,none,revenue_records
LRHA000267,F505397,Haryana,Panipat,748-D,HR21726069,41.81,garden,joint,valid,agricultural,22-09-2023,,none,satellite_mapping
LRRA000268,F970476,Rajasthan,Kota,21/491/3,RJ27823616,37.16,wet,tenant,valid,agricultural,03-03-2023,,none,satellite_mapping
LRMA000269,F229328,Maharashtra,Pune,904-B,MH27934341,10.72,wet,inherited,valid,horticultural,25-03-2022,,none,digitized_land_registry
LRGU000270,F349630,Gujarat,Jamnagar,S1979,GJ22866699,48.73,plantation,inherited,missing,agricultural,30-08-2019,false_succession_claim,inheritance_dispute,manual_verification
LRTA000271,F867334,Tamil Nadu,Erode,48/799/2,TN36647907,32.14,dry,owner,valid,agricultural,17-01-2021,tribal_land_violation,active_litigation,manual_verification
LRHA000272,F121016,Haryana,Rohtak,531/16,HR89678596,45.14,garden,owner,valid,agricultural,10-05-2021,,none,revenue_records
LRMA000273,F588589,Madhya Pradesh,Indore,S2147,MP54290345,41.68,wet,tenant,valid,horticultural,09-06-2021,,none,digitized_land_registry
LRGU000274,F906335,Gujarat,Junagadh,S288,GJ23134561,36.77,garden,joint,valid,agricultural,02-08-2021,,none,satellite_mapping
LRTE000275,F126750,Telangana,Karimnagar,807/51,TS13005230,24.91,plantation,disputed,expired,agricultural,10-08-2024,sc_st_land_alienation,pending_mutation,revenue_records
LRRA000276,F174686,Rajasthan,Jaipur,24/178/4,RJ31833675,29.06,dry,owner,valid,horticultural,04-07-2024,,none,revenue_records
LRKA000277,F631870,Karnataka,Mangalore,538-B,KA62410962,33.84,dry,tenant,pending_verification,horticultural,19-03-2024,false_succession_claim,active_litigation,unverified
LRRA000278,F395638,Rajasthan,Sikar,S7245,RJ13740542,39.46,garden,owner,valid,agricultural,18-04-2023,,none,revenue_records
LRRA000279,F606534,Rajasthan,Pali,S4367,RJ95140754,40.98,plantation,joint,valid,horticultural,21-11-2024,,none,revenue_records
LRMA000280,F892937,Maharashtra,Ahmednagar,603/34,MH30475736,17.13,dry,inherited,valid,agricultural,14-08-2020,,none,revenue_records
LRRA000281,F466326,Rajasthan,Kota,767/95,RJ16049863,20.23,garden,joint,valid,horticultural,27-07-2019,,none,revenue_records
LRPU000282,F626739,Punjab,Mohali,S4762,PB64626869,4.93,dry,owner,valid,horticultural,13-06-2018,,none,satellite_mapping
LRUT000283,F573574,Uttar Pradesh,Prayagraj,202-D,UP77705314,46.67,garden,joint,valid,agricultural,31-05-2021,,none,revenue_records
LRMA000284,F405033,Maharashtra,Akola,434/17,MH23694830,13.8,dry,tenant,missing,horticultural,11-10-2022,sc_st_land_alienation,active_litigation,revenue_records
LRKA000285,F487070,Karnataka,Bellary,564-C,KA18371881,8.22,garden,owner,valid,agricultural,23-11-2022,,none,digitized_land_registry
LRTE000286,F809286,Telangana,Khammam,84/242/9,TS85847451,33.12,garden,owner,pending_verification,forest,09-09-2021,forest_land_encroachment,encroachment_case,unverified
LRGU000287,F398218,Gujarat,Gandhinagar,S2535,GJ54398776,27.85,wet,tenant,valid,agricultural,24-03-2021,,none,revenue_records
LRRA000288,F100750,Rajasthan,Kota,362/84,RJ91186435,39.56,plantation,owner,pending_verification,horticultural,02-02-2018,tribal_land_violation,active_litigation,manual_verification
LRHA000289,F906876,Haryana,Hisar,64/829/5,HR17905949,46.1,wet,owner,valid,agricultural,16-10-2019,,none,satellite_mapping
LRMA000290,F875002,Maharashtra,Akola,327/78,MH88835579,38.75,garden,tenant,valid,horticultural,04-01-2022,,none,revenue_records
LRHA000291,F164208,Haryana,Ambala,S4305,,49.19,plantation,inherited,invalid,agricultural,15-01-2023,common_land_appropriation,boundary_dispute,manual_verification
LRWE000292,F374212,West Bengal,Siliguri,838/43,WB79513872,15.69,wet,tenant,valid,horticultural,18-11-2021,,none,digitized_land_registry
LRRA000293,F213946,Rajasthan,Bikaner,859/82,RJ81904302,0.67,wet,joint,valid,agricultural,01-06-2023,,none,revenue_records
LRUT000294,F861160,Uttar Pradesh,Lucknow,S7556,UP77099167,38.59,garden,tenant,valid,fallow,11-02-2018,environmental_clearance_violation,none,unverified
LRAN000295,F738137,Andhra Pradesh,Guntur,518/24,AP29235848,8.71,plantation,joint,valid,agricultural,01-05-2022,encroachment_on_government_land,active_litigation,revenue_records
LRGU000296,F425585,Gujarat,Ahmedabad,853-C,GJ42436039,17.09,wet,owner,valid,agricultural,18-02-2020,,none,digitized_land_registry
LRTE000297,F362446,Telangana,Suryapet,S4019,TS11139573,35.66,dry,tenant,expired,fallow,07-08-2022,forest_land_encroachment,encroachment_case,revenue_records
LRMA000298,F913808,Madhya Pradesh,Ratlam,319-C,MP82453159,22.48,wet,inherited,pending_verification,agricultural,26-10-2021,land_grabbing_from_elderly,boundary_dispute,unverified
LRTA000299,F774623,Tamil Nadu,Salem,126/73,TN48651235,23.85,garden,inherited,valid,agricultural,20-03-2023,,none,satellite_mapping
LRUT000300,F494864,Uttar Pradesh,Aligarh,90/736/3,UP53468461,4.9,dry,tenant,valid,agricultural,08-11-2023,,none,satellite_mapping
LRWE000301,F643870,West Bengal,Asansol,215-C,,2.93,garden,inherited,valid,forest,28-12-2022,water_body_encroachment,encroachment_case,revenue_records
LRMA000302,F435448,Maharashtra,Pune,391/32,MH20720492,10.59,wet,tenant,valid,agricultural,15-11-2023,,none,satellite_mapping
LRMA000303,F153489,Maharashtra,Pune,7/177/1,MH45892588,7.39,wet,owner,valid,agricultural,04-04-2018,,none,digitized_land_registry
LRTE000304,F632015,Telangana,Hyderabad,S2312,TS44334444,14.26,garden,tenant,valid,agricultural,12-05-2024,,none,digitized_land_registry
LRTE000305,F430485,Telangana,Nizamabad,S7156,TS46353391,29.13,garden,inherited,invalid,agricultural,08-07-2021,common_land_appropriation,boundary_dispute,unverified
LRKA000306,F999943,Karnataka,Shimoga,633-B,KA20465794,26.28,dry,owner,valid,agricultural,28-12-2018,,none,digitized_land_registry
LRRA000307,F202740,Rajasthan,Sikar,102-C,,25.47,garden,tenant,missing,agricultural,09-12-2021,womens_inheritance_denial,inheritance_dispute,revenue_records
LRAN000308,F193306,Andhra Pradesh,Rajahmundry,S2588,AP33435293,38.83,dry,owner,valid,agricultural,20-10-2020,,none,digitized_land_registry
LRPU000309,F330478,Punjab,Ludhiana,113-D,PB84374961,37.33,plantation,inherited,invalid,agricultural,05-02-2023,land_grabbing_from_elderly,active_litigation,unverified
LRGU000310,F379502,Gujarat,Junagadh,559-E,GJ63597475,31.9,wet,inherited,valid,agricultural,09-11-2021,,none,digitized_land_registry
LRWE000311,F565301,West Bengal,Kharagpur,949-C,WB92330092,0.37,dry,owner,pending_verification,agricultural,11-09-2021,benami_transaction,active_litigation,manual_verification
LRUT000312,F178133,Uttar Pradesh,Lucknow,790/34,UP87229196,14.45,dry,tenant,valid,agricultural,28-08-2022,,none,satellite_mapping
LRTE000313,F603647,Telangana,Nizamabad,S1793,TS29713855,32.23,dry,joint,valid,horticultural,16-10-2022,,none,digitized_land_registry
LRPU000314,F129325,Punjab,Amritsar,S7588,PB81973045,5.59,garden,tenant,valid,agricultural,24-04-2018,,none,digitized_land_registry
LRPU000315,F813948,Punjab,Moga,642/54,PB77503696,45.59,wet,tenant,valid,agricultural,30-10-2018,,none,digitized_land_registry
LRTE000316,F674499,Telangana,Mahbubnagar,870/38,TS98409889,45.75,dry,inherited,invalid,horticultural,29-09-2024,common_land_appropriation,boundary_dispute,manual_verification
LRUT000317,F999758,Uttar Pradesh,Aligarh,604-E,UP51897861,32.26,dry,disputed,pending_verification,agricultural,31-03-2019,benami_transaction,inheritance_dispute,revenue_records
LRPU000318,F306764,Punjab,Pathankot,95/871/1,PB42404180,34.25,plantation,owner,valid,horticultural,09-04-2019,,none,revenue_records
LRTA000319,F749244,Tamil Nadu,Tirunelveli,408/36,TN55378645,31.65,plantation,joint,expired,converted_non_agricultural,21-02-2020,forest_land_encroachment,encroachment_case,manual_verification
LRMA000320,F820253,Maharashtra,Aurangabad,514/42,MH88755857,62.58,garden,owner,valid,agricultural,04-02-2024,ceiling_breach,active_litigation,manual_verification
LRTA000321,F229928,Tamil Nadu,Tirunelveli,58/225/6,,3.27,garden,inherited,pending_verification,horticultural,16-03-2018,common_land_appropriation,pending_mutation,revenue_records
LRAN000322,F983753,Andhra Pradesh,Nellore,249/16,AP89112061,13.28,dry,government_lease,valid,fallow,04-03-2024,environmental_clearance_violation,none,unverified
LRAN000323,F821063,Andhra Pradesh,Guntur,22/199/7,AP66285982,44.63,wet,inherited,valid,agricultural,07-10-2024,,none,revenue_records
LRUT000324,F815173,Uttar Pradesh,Gorakhpur,S7103,UP88247638,22.59,plantation,owner,valid,agricultural,10-07-2019,,none,digitized_land_registry
LRMA000325,F603709,Madhya Pradesh,Rewa,527/39,MP48404938,4.27,plantation,tenant,valid,agricultural,05-08-2019,,none,revenue_records
LRTE000326,F174040,Telangana,Karimnagar,S1521,,29.91,plantation,tenant,expired,agricultural,26-06-2018,womens_inheritance_denial,pending_mutation,revenue_records
LRRA000327,F300324,Rajasthan,Ajmer,S9576,RJ95311981,34.32,garden,owner,valid,agricultural,05-12-2024,,none,digitized_land_registry
LRWE000328,F833238,West Bengal,Kharagpur,41/120/3,WB88344328,9.79,garden,tenant,pending_verification,agricultural,10-12-2023,minor_heir_exploitation,inheritance_dispute,unverified
LRGU000329,F986309,Gujarat,Vadodara,S481,GJ18085700,5.74,wet,inherited,missing,agricultural,20-03-2020,false_succession_claim,pending_mutation,manual_verification
LRTA000330,F105234,Tamil Nadu,Chennai,S6957,TN53745149,13.74,wet,owner,valid,agricultural,22-11-2023,,none,revenue_records
LRGU000331,F625660,Gujarat,Surat,S202,GJ23887183,8.6,dry,tenant,valid,fallow,28-02-2024,wetland_conversion_violation,none,revenue_records
LRTE000332,F393788,Telangana,Warangal,458/15,TS99080296,29.71,dry,inherited,valid,agricultural,17-04-2024,,none,revenue_records
LRKA000333,F806258,Karnataka,Tumkur,S7075,KA75491423,40.78,plantation,joint,invalid,agricultural,16-08-2019,benami_transaction,pending_mutation,manual_verification
LRPU000334,F989979,Punjab,Firozpur,543-A,PB56822028,39.6,dry,joint,valid,forest,01-06-2022,water_body_encroachment,encroachment_case,revenue_records
LRHA000335,F295954,Haryana,Hisar,65/48,HR38782630,36.14,dry,inherited,valid,agricultural,02-08-2022,,none,satellite_mapping
LRMA000336,F234177,Maharashtra,Kolhapur,30/878/9,MH89955736,4.2,plantation,disputed,missing,agricultural,27-11-2023,false_succession_claim,active_litigation,unverified
LRUT000337,F873703,Uttar Pradesh,Aligarh,S9471,UP43522703,26.76,wet,joint,valid,agricultural,05-08-2020,,none,digitized_land_registry
LRMA000338,F605762,Madhya Pradesh,Bhopal,S136,MP35634834,29.44,wet,joint,valid,horticultural,18-04-2020,,none,digitized_land_registry
LRWE000339,F762396,West Bengal,Malda,649-C,WB38821287,3.26,wet,joint,pending_verification,horticultural,12-08-2019,fraudulent_mutation,boundary_dispute,unverified
LRRA000340,F790786,Rajasthan,Kota,667/77,RJ81069475,22.95,wet,tenant,missing,agricultural,04-12-2020,womens_inheritance_denial,active_litigation,manual_verification
LRGU000341,F879081,Gujarat,Anand,10/128/6,GJ57213935,8.79,wet,owner,pending_verification,agricultural,06-02-2018,benami_transaction,active_litigation,unverified
LRRA000342,F242929,Rajasthan,Jaipur,S6911,RJ32600914,29.38,garden,disputed,pending_verification,converted_non_agricultural,24-05-2020,wetland_conversion_violation,none,unverified
LRRA000343,F382221,Rajasthan,Jaipur,447-B,RJ22550582,11.43,wet,inherited,valid,agricultural,12-01-2019,,none,digitized_land_registry
LRTA000344,F405240,Tamil Nadu,Vellore,209/96,TN89894021,20.67,garden,inherited,valid,agricultural,10-10-2022,,none,revenue_records
LRKA000345,F212770,Karnataka,Mysuru,679-D,KA47738709,2.55,wet,inherited,valid,agricultural,09-12-2021,,none,digitized_land_registry
LRGU000346,F272948,Gujarat,Surat,78/456/3,GJ14060737,48.75,garden,owner,valid,horticultural,16-10-2018,,none,satellite_mapping
LRHA000347,F844919,Haryana,Rohtak,14/126/2,HR63611176,7.93,wet,joint,invalid,agricultural,25-03-2018,common_land_appropriation,active_litigation,manual_verification
LRKA000348,F825369,Karnataka,Davanagere,814-A,KA39217520,23,plantation,joint,valid,agricultural,13-08-2024,,none,digitized_land_registry
LRGU000349,F539853,Gujarat,Ahmedabad,217/38,GJ74003541,12.02,garden,inherited,valid,agricultural,31-07-2024,,none,digitized_land_registry
LRMA000350,F516458,Madhya Pradesh,Jabalpur,S1864,MP62871331,37.24,plantation,tenant,missing,agricultural,24-03-2023,sc_st_land_alienation,inheritance_dispute,unverified
LRUT000351,F975935,Uttar Pradesh,Bareilly,125/32,UP94534857,18.21,garden,inherited,valid,agricultural,03-04-2020,,none,revenue_records
LRHA000352,F925084,Haryana,Karnal,59/244/7,HR58015916,40.85,plantation,inherited,valid,agricultural,22-12-2022,,none,digitized_land_registry
LRTA000353,F421979,Tamil Nadu,Chennai,72/260/3,TN64845247,7.67,garden,owner,valid,agricultural,15-02-2018,,none,revenue_records
LRTE000354,F839175,Telangana,Karimnagar,849-C,TS90115538,31.23,dry,inherited,valid,agricultural,25-07-2018,,none,satellite_mapping
LRHA000355,F533087,Haryana,Gurugram,633/67,HR55975304,22.01,dry,inherited,pending_verification,converted_non_agricultural,28-12-2021,wetland_conversion_violation,none,manual_verification
LRHA000356,F611961,Haryana,Panchkula,61/704/7,HR83943858,0.69,dry,joint,pending_verification,agricultural,27-07-2022,land_grabbing_from_elderly,active_litigation,revenue_records
LRWE000357,F410979,West Bengal,Durgapur,243/91,WB89637118,15.14,dry,joint,expired,forest,25-01-2018,environmental_clearance_violation,encroachment_case,unverified
LRTE000358,F200256,Telangana,Adilabad,310-A,TS39710516,8.62,wet,inherited,valid,agricultural,24-07-2024,,none,digitized_land_registry
LRTA000359,F312169,Tamil Nadu,Dindigul,120/25,TN75050796,45.9,garden,owner,valid,agricultural,01-08-2019,,none,digitized_land_registry
LRPU000360,F522335,Punjab,Ludhiana,95/477/1,PB43094175,22.86,plantation,tenant,valid,agricultural,07-12-2021,,none,digitized_land_registry
LRMA000361,F436704,Maharashtra,Aurangabad,47/918/3,MH41028729,15.35,wet,inherited,valid,agricultural,26-12-2021,,none,revenue_records
LRMA000362,F425550,Maharashtra,Nagpur,637-B,MH32531907,3.45,plantation,tenant,valid,agricultural,05-09-2019,,none,satellite_mapping
LRPU000363,F704718,Punjab,Pathankot,388-D,PB32451350,15.2,plantation,joint,valid,agricultural,17-08-2019,encroachment_on_government_land,active_litigation,revenue_records
LRRA000364,F189368,Rajasthan,Jodhpur,S3870,RJ26738071,23.91,plantation,disputed,pending_verification,agricultural,04-07-2024,false_succession_claim,pending_mutation,unverified
LRMA000365,F941809,Maharashtra,Sangli,765/59,MH76265384,34.08,dry,joint,expired,fallow,31-10-2019,forest_land_encroachment,none,revenue_records
LRTE000366,F178685,Telangana,Suryapet,S1746,TS94674992,5.57,plantation,owner,valid,agricultural,30-05-2018,,none,digitized_land_registry
LRAN000367,F652944,Andhra Pradesh,Eluru,S5698,AP19789522,23.01,garden,tenant,valid,horticultural,07-09-2019,,none,revenue_records
LRKA000368,F257338,Karnataka,Bellary,500-A,KA97338501,2.64,plantation,joint,valid,horticultural,23-12-2023,,none,revenue_records
LRTE000369,F560657,Telangana,Karimnagar,46/486/5,TS90872958,37.67,dry,inherited,valid,agricultural,14-12-2019,,none,revenue_records
